Review,Sentiment
Nice mobile for this rate its highly recommended,Positive
Samsung galaxy best,Positive
Amazing.  Good to handle.,Positive
Nise,Neutral
The product delivery service was good,Positive
good product and smooth ui to usecharging speed is slow,Positive
Such as wonderful phone,Positive
"Value for money device, quick efficient and workable",Positive
Don't buy this phone mostly hanging problem in phone,Negative
Very bad pro,Negative
"Very bad from prospect of view. Fully money waste. Camera, battery, performance all are just worst.",Negative
The phone is good and value for money,Positive
It is a budget phone but still looks premium.,Neutral
Battery is not good .Just to improve,Positive
Very nice and excellent work all app,Positive
Don't buy bad mob,Positive
Excellent phone in this price range.,Positive
Good product of mobile purchased,Positive
Good phone in this budget,Positive
Very bad probably,Negative
Very bad phone,Negative
Best in night photography,Positive
Android King All-rounder phone All in one,Neutral
"Nice performance of camera and other features..Samsung always great..,",Positive
Best mobile for photographyCharging wise also goodNo issues at all.Giving my review after using it almost 50 days.,Positive
Amazing Products,Positive
Awesome Display and Camera.Battery performance is also good.,Positive
Superb product great in every aspect. Go for it,Positive
"What a fantastic mobile it is. Camera is the best, performance is the best,  look and feel is very rich. Display is Ultra HD. The best of best.",Positive
"Awesome product. Best display, best camera, best performance in comparison with any mobile in market. Just loved this phone. It's really Awesome.",Positive
King of the android smartphone,Neutral
World's best phone,Positive
#Excellent digital zoom#Display is mind blowing#camra is outstanding#Just likes wow,Positive
Very  nice mo and camera   Very good  nochallenge   mo s24 ultra I love   mo,Positive
No one can challenge the camera of this smartphone.  This will be beating up every smartphone upto 4-5 years.,Negative
Just love the performance and looks,Positive
"Best samsung flagship purchase, Nice Smartphone awesome camera Great features and amazing s-pen really loved it.",Positive
Top notch display. The flat design with titanium frame feels premium. Camera could've been improved as it is same as that of 23 ultra. But may be it will get better with future updates.,Positive
Great design. Easy to use. Very nice performance so far.,Positive
The Phone is really awesome in terms of performance as well as looks wise.,Positive
"Excellent Galaxy S phone as always. Samsung, you rock .",Positive
"Product is really good. You can buy it now even in April 25, only you really needs it. 1 lakh rupees for phone is something not recommended....Sound could have been more better.... else all things are good",Positive
"Thanks, Samsung, for making such awesome phone! 24 Ultra beats IPhone 15 pro max in all aspects",Positive
"Overall the phone is very good, upgraded from 21 ultra, seamless upgradation through smart switch. Camera is awesome, 100x is also decent. Integration of AI is definitely something to look forward to.",Positive
"Unbelievable zooming clarity, just one day over, Good battery.But in box, charger and headset required for this price",Positive
The New King of 2024.,Neutral
Display is awesome One UI doing great workCamera is out standing,Positive
Mind blowing device just wow....,Positive
"Best camera,display, sound, user interface and features.battery backup is too good.",Positive
"Fab software and capable hardware to match it, ergonomically it may not be very comfortable to hold.+ Good weight balance, feels sturdy and well built.+ Super impressive haptics and strength can be varied at various levels+ Very less screen reflections, using dark theme is a breeze with this phone",Positive
Great product at great price!,Positive
"Its grrrreat. There's nothing missing in this device. Screen is superb, camera is great , performance is flagshippy.Battery runs at least a day for me. One always wishes for more in this department. Fast charging is limited to 45W.It looks amazing, feels amazing phone. Worth the hype.",Positive
"Samsung S24 Ultra after 5 months of usage:*Display:* The Dynamic AMOLED display still impresses me with its vibrant colors and crisp resolution. No complaints here!*Performance:* The phone's performance remains seamless, handling demanding tasks and multitasking with ease. The Snapdragon 8 Gen 3 chipset is a beast!*Battery Life:* The 5000mAh battery still lasts me a full day, even with heavy usage. Fast charging is a lifesaver!*Camera:* The camera system continues to impress, capturin...READ MORE",Positive
"Superb Phone, with best processor,you can any Android game in any mode. Camera clicks world's best photos. Mind blowing  , Flawless Phone",Positive
"S24 Ultra is a great flagship phone. Bought mine during the launch with offers and I'm so glad I chose this over pixel 8 pro. Cameras are good (may not be as good as Pixel), design is so unique. Love the flat screen, it's so practical. Display is top notch! My previous 2 phones were OnePlus and seriously considered OP12 as well,  but the AI features stood out. Phone software is well optimised and battery lasts me full day fully. I use 25w charger and it charges from 35-100% in around 50mins. ...READ MORE",Positive
Performance: 5 Display: 5 Cemara: 4 Battery: 4 Overall: 4,Neutral
One of the best mobile i have ever used. Moved to this from iPhone. Beast of a mobile.,Positive
"Everything is perfect the design, display and performance and the Battery and Camera I would say is neither bad nor great, it's GOOD. Battery lasting more than 18 - 20 hours with 7 - 8 hours of SOT. If you get a tempered glass kindly get a thin one, because if you get a thick one the Ultrasonic sensor won't work even if you increase your touch sensitivity.Overall a great flagship experience everyone should at least use once in your life time.",Positive
Osm Good experience,Positive
I think this is the One of best phone  and the camera of the phone is so better,Positive
Awesome phone..just go for it.,Positive
Best samsung ever!,Positive
These are some of clicks and it takes awesome pictures and the AI is working beyond the level.,Positive
1.performance is next level you can play any game with out lag.2.battery is not as expected3.display is awesome 4.Camera is top notch in this mobile5.Amazing AI featuresoverall it's an amazing phone only issue with battery backup,Positive
Clearly the best flagship phone of the year. I am reviewing it after 3 days of use.Pros:1. Fast and Smooth performance2. Awesome Camera and it's features are best3. Galaxy AI is Good initiative yet to improve4. Best Display5. Battery is awesomeCons:1. Live translation will work only for Hindi Language moreover Google translate is more accurate than Samsung translate,Positive
S24 ultra nice but  at time of exchange delivery not give price as seen in exchange value although exchange products as per mark,Positive
Best phone in the world,Positive
I will be honest .the phone feel super premium and the one ui is icing on the cakeBut camera is not that great as hype overall but it still taking some good shots in extremely well lighting condition..In night or low performance is average,Positive
"No words to explain this mobile, Galaxy 24 is the best in the universe.",Positive
"Just fabulous. The king of Android phones for 2024 already. Incomparable to any other Android smartphone. An ace in all departments, whether it is stability, gaming, performance, camera, or overall usage and security. Not to forget the AI features, they are really handy and useful. If budget is not an issue then just go for it don't look anywhere else.",Positive
I want to share following point regarding this phone.1) Camera -  As this is Camera centric phone as Samsung advertising but camera doesn't meet to the expectation if we are considering price point of view. There are modes given for the camera which are old one only and camera clarity for the rear camera is ordinary and not showing any proper upgradation with compare to galaxy S 23 ultra. Front camera to too bad I can say. When you try to capture the photo with front camera comes very pixel...READ MORE,Negative
Phone is fantastic no doubt aboutit . Love it's Display. Surrounding sound quality is at the top notch. Performance and speed is of next level. Camera would have been better compared to it's price.,Positive
Beast and better than iphone,Positive
Nice product with super fast experience,Positive
"Apart from Flikart's pathetic service, everything else is good about this purchase",Negative
Photo all good but price too high,Positive
My Dream Smartphone.Awesome Experience with this device. Thanks too SAMSUNG.,Positive
"We have various options in the market. Thought to go with IPhone 15 pro max,but in the end Samsung has nailed it in every department.Camera and video quality is top notch.After intensive phone usage I am getting good amount of battery backup. AI features took the phone to the next level. Took the moon photo in manual mode and the output came very well. Camera is working great in low light conditions. Definitely outshined IPhone 15 pro max in various segments.Just go for it.Done a lots of rese...READ MORE",Positive
"Perfect phone at Perfect price,",Positive
"Damn...prettiest...Upgrade from oneplus 7 pro, thought for 12 but nothing new so bought this",Neutral
Simply G.O.A.T the mobile is literally performing at its best in every aspect literally killer of iphone,Neutral
New android king,Neutral
Very awesome camera....best performance...best display..best battery,Positive
I was fear of being delivering of fake s24 ultra...but m fully satisfied now.....,Negative
"Second phone from Flipkart. No issues. No pre-activated issues. My S24 U got activated on the day I received it, got my full 1year Manufacturer Warranty. As far as the phone goes. Loving it.",Positive
Simply excellentCamera is too goodPerformance is next levelBattery is goodDesign is nice,Positive
"Thanks for selling original and authentic products. It's my first experience buying such an expensive phone from Flipkart, and it's been amazing.",Positive
"I bought this phone a week back from the date of this review.I own an Iphone 15 pro and a Op11 so the s24 ultra is an upgrade to Oneplus 11.Coming back to the s24 ultra.Its an amazing phone. Great Display, Best Cameras, Spen..etcIts a perfect Smartphone for all.Bad is Battery life, health and the charging is something i don't understand still. The 80% thing why?Why Copy Stuff?Like i know Apple came up with it but that thing works with proper optimisation S24 ultra doesn't,  as soon y...READ MORE",Positive
"Best Display, best looks, best screen. Performance wise, it's a beast. 5s overall.",Positive
Camera 5 star Display 5 star Battery 5 star Superb performance.,Positive
Superb Performance,Positive
"Absolute Beast!Pros:1. Pretty good camera, few updates and it will be flawless.2. AI stuff is cool, fun to play around.3. S-pen always comes in handy, specially to e-sign documents.4. Display is just really amazing! What an experience to consume HDR 120/60 FPS 4K videos.5. The anti-reflective display is really helpful, specially when it comes to outdoor usage. It really creates a huge difference.6. The weight balance is done correctly,  it's hardly 1.5 gram lighter than S23 Ultra but f...READ MORE",Positive
I'm in love with this phone. Though the camera quality isn't as good as my iPhone 12.,Positive
"Awesome mobile. Everything you could ask for, it is there in this piece of technology. Samsung's One UI has many customization options. Cameras are amazing. You get DSLR like portraits from the camera if there is sufficient light. Night photography can still be improved.  Otherwise everything is perfect. The battery also lasts more than 1 day on normal usage. Screen is very bright even under direct sunlight. I am a bit disappointed as even after paying such a hefty amount for mobile, the AI f...READ MORE",Positive
The Phone is amazing. Only 1 issue. I pre-ordered the Phone and a samsung wireless charger was supposed to be a benefit of pre ordering. I did not receive the charger. Deducting 2 stars for that.,Positive
The Best flagship phone you could get yours hands on! Absolutely love this beast!,Positive
"Camera quality is very amazing,Display is very clearly,Battery is very powerful,Dzine dhansuuuuSuperb performance",Neutral
Best phone and much better than. IPhone go for it beyond doubts a very great phone,Positive
I'm happy,Positive
S24 is the best phone at this time.,Positive
If you are planning to buy for office and CLG stuff then this is the best option you got if you are willing to spend that much and stop comparing with iphone both phones are best in their own perspective iphone is more over person gadget which won't give us the freedom to explore various things and perform different things which we can do by samsung s24ultra,Positive
"Excellent phone with awesome AI features and best camera. The display is top notch with snapdragon gen 3 processor, making it a power house performer.",Positive
Best of best.I have no complaints.Display is awesome with almost no reflectionSound amazing.Camera amazingBattery backup SOT upto 6hrs for mePerformance top notch although I m not power user.Fully satisfied with s24 ultra.Probably a phone for next 4 or 5 years it has all features uptodate for next 5 years atleast,Positive
King of android is here.No one can beat samsung s24 ultra with this price and specifications.,Neutral
For taking photos the best phone and the premium quality of the mobile is too tooo tooo goood.....if u have money go with samsung S24 ultra instead of iPhone,Positive
Wonderful product .. Camera is Wonderful..AI is worilking wonderfully... Battery life is aslo very good ..,Positive
"Good product, bit expensive, but who can afford may go fit",Positive
Phone edge too sharp... when hold long poking...Otherwise overall gud...,Neutral
Just woww ! Samsung did a great job:),Positive
"Best of best.Camera is awsome even in low light it is capturing such a high details photos without any efforts. Battery life is decent, atleast with one charger you can spend a day with moderate screen usage. S pen is very useful which is very usual for note series customers.phone doesn't lag. Sound is awsome too.Only thing I am missing is the sd card...as mariners like us always doesn't have full access to the internet..so it is major drawback from my personal view point.",Positive
"The Samsung S24 Ultra phone impresses with its stunning industry leading AMOLED display, delivering vibrant colors and crisp details. Its powerful Snapdragon processor ensures smooth performance even during multitasking. The versatile camera system captures stunning photos and videos, while the long-lasting battery keeps you connected all day. An exceptional flagship device.",Positive
Camera like a waoo,Positive
Value for money only 82kJuly 7 2025Camera 5 out 5Display 5 out 5Performance 5 out 4.5Battrery 5 out 4Design 5 out 5I love it Outstanding,Positive
All rounder phone,Neutral
It was great to get in 75k with great photo,Positive
The pinnacle of smartphone technology.,Neutral
Greatest Of All Time. Totally WORTHY,Positive
"Product are awesome ,",Positive
Osm Samsung galaxy s24 ultra mobile,Neutral
Good phone at high price,Positive
No Word... Excellent....,Negative
Killer flagship phone superb camera,Positive
AI system is best,Positive
"It's my first flag phone....I am very much happy to own this.Charging speed could have been faster.Nonetheless, getting around 8-9 hours of screen time,  which is great with the performance that it delivers.",Positive
ITS A Beast. Performance  too Good Can't wait to test its camera as its very foggy here.,Positive
Overall s24 ultra is great. But I am struggling with  thumb  lock. Many time it won't  work... hope future updates will improve it.,Negative
"Awesome phone, can compete with iPhone 15pro max........",Positive
Awesome phone.display battery camera ..all perfect but iphone face unlock is far better than samsung s24 ultra,Positive
Superb.. All good,Positive
Samsung Galaxy S24 ultra is a  next level beast in the Era of new age flagship smartphones Samsung Galaxy S24 ultra 5G and Samsung galaxy note 20 ultra 5G rocks..  I luv  Samsung and Nokia,Positive
Product is very nice and the performance is unbeatable.,Positive
Beast in best,Positive
Awesome Camera Quality..,Positive
World best Fone..,Positive
I feel this phone camera  software needs improvement. Blur photo when taken pics in evenings. Also battery utilization  needs to be improved. Charging phone daily because charge goes from 100% to 1% daily.Otherwise this phone design and display  really looks nice,Positive
Best phone from samsung,Positive
The King of Android mobiles.,Neutral
The phone is fantastic and very attractive. The battery backup is very good.  But better to give charger along with phone.,Positive
Yah filpkart delivery is before time phone is good to look in handI will give review after some days of use,Positive
Camera is not Better than iPhone but over all its awesomeIf u r looking for camera than go for iPhone may be samsung give some updates later on then may camera performance become good,Positive
Mashallah.....for   s24 ultra,Neutral
The phone you always wanted to use. This is such an amazing smartphone that has all the features put into a single device. It's totally worth it to purchase.Go for the beast !,Positive
"Hey, I've been using the Samsung Galaxy S 24 Ultra and it's been great! You can totally get it without any worries.",Positive
Perfect phone perfect pictures,Positive
"This phone is amazing!  I love the design, the battery life, and the camera. The AI features are really superb. Samsung always makes the best high-end phones.",Positive
Complete pack of new era,Neutral
Samsung S24 is Awesome...,Positive
Extremely awed by the product.,Neutral
Welcome S24 ultra,Positive
"Awesome phone. Top notch performance, nice camera and screen. ONE UI is heavily customizable which is a plus. Battery performance could have been better but its average.",Positive
Nice lookingGood picture qualityEspecially   is superb,Positive
Superb product from Samsung And Flipkart delieverd 2 days before love it And to anyone out there don't let those thugs in the market loot you Buy from Flipkart on half the price,Positive
"Awesome Samsung S24 very nice, camera too good",Positive
No regrets in buying this beast,Positive
I love this,Positive
Best phone in India,Positive
Perfect phone with powerful performance.,Positive
Best mobile phone.,Positive
Amazing Mobile..,Positive
"Superb phone,Everything is best,super quality",Positive
In one word the king of Smartphones in 2024,Neutral
Perfection is on height. Nothing to complain. It's delivered what committed. Awesome experience,Positive
best one,Positive
Ultimate...... perfect product,Positive
Love to use,Positive
The best phone ever,Positive
"Best mobile I have ever used. So elegant, stylish and performance overall",Positive
Great mobile,Positive
All things are excellent,Positive
"Very good smartphone u have budget then go for it, instead of iphone",Positive
"Yo, this phone is the best!  The performance is outstanding, and the weight distribution is really nice. The display and camera are better than anything else out there, and the AI features are crazy good. Highly recommended and go it.",Positive
Super dancer,Positive
The product is good especially considering the storage space of 512 gb.,Positive
Good satisfying but u not give me any type of gift or discount with this product so little disappointed,Positive
"Awesome .. Fantabulous !!The performance, camera, touch, speed, gesture everything is excellent.. Made right decision over iPhone..",Positive
Excellent performance phone,Positive
"Very good looking premium phone, it feels right away when you hold it. The matte finish in the back looks superb.In terms of camera quality I think it will give similar results like a S23 Ultra nothing substantial difference but front camera is better optimised.Rest AI features I have not explored much but that would be interesting and probably a big USP of this phone.Overall happy with the purchase and will definitely recommend if you like the Galaxy Ecosystem as I had to change my primar...READ MORE",Positive
Beast of a Mobile but display is Not good the reds and green are looking pale hope samsung fixes it with new update and also the screen is super strong so don't use cheap tempered glasses they sticking too hard and may cause screen damage ..The camera needs some work but here is my take the hardware is soo good basically if you take 4 shots you will get one you want it is like the software aint keeping up with the hardware in that manner even if the cam is optimised I think the s23u is a b...READ MORE,Positive
Good nice,Positive
Good And Awesome,Positive
30% of android applications are not working due to new android version,Neutral
This phone really is the definition of a truly premium device. Infact this looks better than S25U with its sharp edges and a truly rectangular screen and body.,Positive
"Camera,  battery and display are too good..A lil on heavier side with sharp edges, so might feel uncomfortable for gamers.S- Pen is very useful in photo editing,  signing,  taking short notes,  etcOverall a very good buy for long term usage...",Positive
Loved this phone,Positive
"Don't buy from this seller and also from Flipkart, I've purchased this mobile on 17/12/24 and received a pre activated device which was activated on 01/12/24 and now samsung says it's Flipkart's fault and filpkart say's samsung gonna take care of this stucked in between force to keep this device.....Hate to both of you",Positive
"After using Samsung J7 Max in 2018, switched to other Chinese smartphones for better android experience.This time Samsung has successfully delivered the most intelligent device which will give you ultimate experience of android as well as IOS. Everything is running properly with the most advanced artifical intelligence technology.",Positive
If your looking to switch from iPhone 14 pro or 15 pro than this is not phone for you.I regret switching but not bad.Camera is less crispy and detailedbattery backup is lessphone gets heated soon when comparing to my previous 14pro maxless handyslow charging,Negative
NOT Good As The Havoc Created About This Device .The Camera Is Same As S23 Ultra .The AI Feature Is Not So Useful As Think .Try Some Other Device In Compare To This One .,Negative
"Not a Good Choice,  it does not even support the basic desiresno support for dual appsno toggle option of numerical in keyboard (samsung)no network speed indicatorcamera zooming is best, but photo  clarify..normal one is not the bestoverall not happy,  its not worth the money we spent",Negative
Superb Display!  #visuals #stunning #eye-catching,Positive
"Not at all happy with camera and display performance, it's just hype. Far away from A15",Negative
Poor camera quality .display top notch. AI features not much useful. Battery average..not worth the price tag,Negative
mic is not working....,Neutral
No value for money.  Not much difference with s23 ultra..,Negative
Camera not as expected... it has lot of scope to improve,Positive
Camera is not good,Negative
Baterry and display is outstanding,Positive
Awesome device,Positive
Awesome performance best phone in this budget.,Positive
Super Very Nice Product.,Positive
Perfect picture qualitySmooth functions,Positive
Best phone till date. Camera n AI is amazing,Positive
Awesome product from samsung and best offer from Flipkart. Thanks.,Positive
Best phone money can buy.,Positive
This Cellphone is very good,Positive
Excellent and mind blowing performance and camera quality,Positive
Super phone....,Positive
Great valuable purchase,Positive
Superb mobile,Positive
Awesome Pictures marvelous Performance etc...,Positive
Best in Class Camera and Processor,Positive
One of the best android phones this year !!,Positive
"All are good except Front design, back design are superb. i personally preface curve design which looks more gorgeous although curve design has some demerits also.",Positive
Great phoneScreen looks awesomely smooth and great camera quality,Positive
Samsung kept its performance as before.. titanium frame made mobile handy an light,Neutral
Excellent Camera and display. Minor issues with Fingerprint and it takes multiple attempts to unlock the phone,Positive
The best AI Beast,Positive
Awesome product just upgraded from s23 to s24ultra..value for money loved it,Positive
Superb phone no other phone can beat the beast,Positive
Great phone in android,Positive
"Mobile is just awesome. The camera, display, battery and sounds like everything is awesome.No one will regret and mobile looks so premium.",Positive
"Its simply amazing device and glad Samsung remove the curve screen, might some people like the curves but i like the flat display, there is room for battery improvement",Positive
"Amazing Camera , performance and software optimisation.Full Power Packed Smartphone.",Positive
Beyond Expectation. Top notch performance. No heating issue. Battery till now .,Negative
Snapdragon 8 elite with UFS 4 storage is ultra fast. 75mb application takes below 1 sec for installation on this device. One UI7 feels butter smooth on this device. No such heating issues. Battery lasts 1.2 day with normal usage. Happy with the purchase.,Positive
Every aspect full checked .  Better than any iphones.,Positive
Samsung Galaxy S25 is Powerful Phone I'm Very Happy Camera is so Better.Proformance is great  .,Positive
"A compact Phone with beast performance, great camera and a decent battery .. over-all a good choice ..",Positive
Great camera specially in low light...,Positive
Just loving it. the mobile in hand feels very nice. very good user interface.Battery and Camera not upto the mark.Performance is Excellent..,Positive
"Here's a short review:_My Samsung Galaxy S25 Experience: 5/5 Stars!_I'm loving S25! The performance is lightning-fast, camera is amazing (especially in low light), and battery life is impressive. The display is stunning. Highly recommend for heavy users, gamers, and photography enthusiasts!",Positive
"Pre-ordered on 29th Jan got this device on 04th Feb using from 4 days. One of the best phone I've ever used.Performance, battery,looks and specially camera is top notch.",Positive
Superb  just go for it,Positive
"Everything is Great just don't expect Extraordinary Battery Life...Battery Life is good,You'll last a day in a charge.Camera is goodPerformance is top-notch",Positive
S25 is much better than I phone 16 with respect  to camera clarity and performance,Positive
"Its been a week since the purchase. I would like to summerize my review concisely.Prior to this i used iphone 13 pro max for one year and 14 pro for one year and i exchanged my 14 pro with s25.And prior to 13 pro max, i was using samsung s21+  which was a very amazing phone.After using iphone for 2 years and now coming back to samsung.Its the camera that i am the most dissappointed with. I was very skeptical about battery before the purchase as previous smaller samsung phones did not...READ MORE",Positive
"The camera captures vibrant, sharp photos, even in low light. The 6.1-inch AMOLED display is stunning with smooth 120Hz refresh rate. Performance is fast, handling multitasking and gaming with ease. Battery life is solid and charges quickly. Highly recommend!",Positive
Superb phone but camera simmiler s23 so why gone custmer purchase high range 93K so but Samsung quality is batter,Positive
I have doubt about battery but it surprised me..giving 6 to 7 hrs sot..camera ai display and build quality is great,Positive
I purchased this by selling heater iphone 15. Only reason I skipped Samsung just for exynos processor but first time S series with Snapdragon elite in India is best. No heating issue and excellent display and battery back up as well. Compact and beautiful phone. Loved  it,Positive
"Cherry on Top Processor, 8th Gen Elite. Best in class.",Positive
I am galaxy s23 now upgrade galaxy s25 worth upgrade,Positive
"4000 mAh is too low in 2025,  decent camera. Performance is excellent, slight heating issue while data transferring.Rest One UI is smooth in first 2 days of use.",Positive
The phone is just awesome. Best phone I have ever used in my life. It is compact handy. phone is small in size but have all the powerfull features in it and One UI 7 makes this phone more beautiful and smooth. Superb superb superb. Will recomend this phone to everyone. Thanks samsung.,Positive
Best of Snapdragon. Elite is powerhouse,Positive
"Amazing overall initial experience. Butter smooth, compact phone in an era of heavy bricks. Upgraded from LG G7+ ThinQ after using it for more than 6 years and really liking this one. Will update more after using it for a month or more.",Positive
Awsm ........ just go for it.,Neutral
"Delivery on time.The phone is very good.The exchange value I got is much less compared to what they estimated while ordering,",Positive
"Its good compact phone, I am already using S23 and bought it for wife, got good deal with exchange bonus and card discount so overall good deal at fourty six aftee exchange.. camera is good, battery yet to review,",Positive
"Very good handy compact mobile, display camera performance is excellent, battery is average it should be a little more",Positive
Upgraded from Galaxy S21FE...Its feels soooo smooth...,Neutral
The sleek design of this new phone is truly captivating.  Its advanced camera features promise stunning photos and videos.  The powerful processor ensures smooth multitasking and a lag-free experience.  The vibrant display offers immersive visuals for all  content.It's definitely a device that pushes the boundaries of mobile technology.The battery last for full day need to charge only onceThere is no heating issue even if we use during sunlight hot dayI Pre-ordered this phone after ex...READ MORE,Positive
Awesome Phone with Fast speed...Camera is Aweosme and AI integration is wow..Battery performance is bestMust go for it...Happy with the usage and writing after 4 days of usage,Positive
"Excellent compact mobile,battery backup is about 24 hrs average user.no heating issue for playing BGMI about 2 hr continuously.camera is good but Samsung can do more  better about the camera of Galaxy S25.",Positive
Better than iPhone,Positive
"Very Bad Battery Back up , Please fix it by some Update, I will update my review when backup time will increase after update.",Neutral
"For an compact phone fan, it's the the best smartphone. I'm enjoying the smoothness in the display. Camera eye catching photos. Good battery life for non gamer. Only mild heating during charging. You can't expect drastic change in the design for next two three years.",Positive
The whole new s25 was a beast experience to my gadget. Better experince,Positive
"Upgraded from my Pixel 7 to Samsung S25. My experience with Pixel was bittersweet to say, while I was happy with stock android great camera's but the phone had problems like heating issue, battery life due to poorly optimized Tensor chip.Got a crazy exchange deal in Flipkart so went ahead with S25, my requirement was a compact phone with long support for android update and repairability easiness. S25 checked all the boxes, the battery life is something I'm yet to see how S25 perform consid...READ MORE",Positive
Awesome compact handset. Performance beast and looks wonderful.,Positive
Very smooth,Neutral
"Exceptional performance across all aspects, including camera quality, design, performance, aesthetics, and materials.  I express my sincere gratitude to Flipkart for facilitating this upgrade, providing a superior exchange value for my previous mobile device.",Positive
Everything is perfect with discount and exchange value given by flipkart. The phone is simply amazing,Positive
Very nice looking good smartphone,Positive
Nice... But batery...,Positive
The Best Compact Smartphone Of 2025.Performance Top Notch Battery Life - 85 % Full charge Gives Me Full one day( 24 hrs.) Backup and Still 20-25 % Battery remaining after this and This is Moderate Uses for the phone.Full 100 % Charge Gives One and Half Day Battery backup And Still Battery Remaining At 25 % For Moderate uses of phoneSometimes It gives Less Battery backup when I used Camera and GPS for Whole day but Other Scenario Battery Life is Awsm .Camera Performance Is Also Ve...READ MORE,Positive
"Really nice phone... switched fro. Iphone 13 to android but in hand feel is same, actually better than Iphone. Camera is awesome.. screen visibility is greates of all time.",Positive
"Camera- Almost Perfect.Battery - just awesome it's too much for social media usage and calls and stuff like that single charge will last whole day.Design - feels Luxurious in hand and more imp comfortable.Performance - Best in Class, even 4k video editing in few minutes.Display - just Awesome, Best in Class.One hand use - So easy to use with one hand.Heating issue - even after such powerful processor it heat only minimal that is normal only.Network - No network issue till now, i...READ MORE",Positive
"Loving it so far, getting about 12 hrs battery with medium use (no gaming) mostly on wifi .",Positive
Good go for it,Positive
S25 is Awesome,Positive
"Heating issue, without any heavy task.",Neutral
Nice camera.. good battery back up.. stunning display,Positive
Amazing experience,Positive
Got it for 53k with exchange of my samsung s20 fe. (Exchange bonus 16k) And bank offers.One u.i 7 software experience is top notch.Battery will last for one day. Better to shift to 4G and 60 hz display to make it last longer.Camera is best No heat issues. Compact device and it's fast.Performance is excellent.,Positive
I have used iPhones for 6 years until i changed to Android in 2023 with the Samsung S21FE. I upgraded from S21FE to S25. One of the finest upgrade I must say. I am staying with Samsung.,Neutral
"A great phone. I have shifted from poco to samsung and feel that it's a great decision. No lag, no heating, great performance. Camera quality is great. UI is also good and AI features are also great. I feel charging is a bit slow. It takes almost 1 hour 15 minutes to reach 90 to 100% . But I feel it's good for longer battery life. Rest are great. Biggest advantage of the phone is really handy. If you want to buy a charger buy a charger with PPS.Fingerprint also works good, however after putt...READ MORE",Positive
Awesome phone the best thing is that the set is so handy and the battery is ultimate....lov it,Positive
"Nice phone, Camera 8K is awesome, processing speed excellent, very light weight compact size but battery 4000 mah is not sufficient for while day.",Positive
"I am in love with this phone. Getting so much compliment from everyone. While visiting banks, employees are asking me about the phone.",Positive
Best mobile. Handy mobile. Best camera. Best battery backup. Highly recommended,Positive
Good smartphone .. OneUI 7.0 loved it ...,Positive
Super  camera and fabulous display,Positive
"I switched from apple ecosystem to samsung just because the latest tech , performance and camera. After using Apple for so long,i still believe that samsung is far ahead of it. So relieved to be back with samsung. Its just wow.",Positive
Amazing performance good battery great camera,Positive
Nice mobile galaxy s25,Positive
"Upgraded from 14 pro to this cuz apple decided to kill baterry life in 18.3 , good phone overall pretty smooth",Positive
Awesome product.  Just loved it.,Positive
The phone is a true flagship packed in such a compact handy size. Love the camera and UI. Played 120fps smooth in BGMI.Only wish it supported atleast 45W charging,Positive
"If you are worrying about battery life, don't. This one easily gives 6 to 7 hours of screen on time. Incredible efficiency for such a small battery. Camera however is not that great for the price. Still decent. Everything else is just excellent. If you want a small Android phone that has the best of everything, this is the one to go for.",Positive
THANK YOU FLIPKART,Positive
"Got a best deal, great mobile.",Positive
Bode hit hona.  very bad product,Negative
Samsung should recall the devices and a more powerful battery should be placed in the device to make it a satisfactory experience.   I firmly believe that most of the customers are of the same opinion.,Positive
"If you're looking for a great compact phone, this is an excellent choice. It features a good screen and impressive battery life.",Positive
Performance and comfort is outstanding..But camera is not upto mark..its below average..My friends s23 also takes same image quality as s25...in 60k range many phones take better image quality...so camera is worst as price range... although samsung 30-40k range phones capture same image quality..,Positive
Outstanding Mobile,Positive
"Exchanged with iphone 15 ,got excellent dealOverall is a better phone than iPhone 15 except cameraDisplay os battery in hand feel is excellent just camera needs update",Positive
Best Compact size Phone with amazing AI features,Positive
"The phone as expected delivers top notch performance, gorgeous display and unexpectedly good battery life as well. Glad I took the decision of going for samsung instead of an iphone. Loving it",Positive
Slight heating issue,Neutral
"This phone has superb performance, a beautiful screen, and strong battery life. camera delivers good results, though it may not capture the same level of detail or color accuracy as an iPhone. Still, it is an excellent all-rounder.",Positive
"Over All , Good",Positive
Excellent chotu phone,Positive
Best phone for Android,Positive
This is perfect smartphone for travelling purpose. IT is so comfortable and compact to carry on with great camera and performance.,Positive
"Excellent mobileNo doubt go for itSimple,awesome",Positive
Best phone must buy,Positive
Very Good device,Positive
Camera could added bit more features though it perform good for all occasion uses.Battery is awesome..Display very smooth..Design is sleek..As I not a gammer its Performance is good till date..In terms of security it could be more sensitive in various factors.Overall its good to buy..,Positive
"Samsung is one of the best,had been a Samsung family member since last 15 years.",Neutral
Best for High performance in small size phone lover,Positive
Absolutely perfect,Positive
One of best smartphone in every segment great cameraSuper smooth performance snapdragon 8 eliteAnd one of the best and smooth display,Positive
"One of the best device in the market right now , compact and handy.",Positive
Really I like the phone. Good features by samsung,Positive
Thanks flipkart...,Positive
Samsung s series is amazing,Positive
First ever Donato,Neutral
Nice looking,Positive
Phone is superb but battery life very low,Negative
IIt's buttery smooth. I switched from an S23 with a great deal on pre-booking from Flipkart.,Positive
